"","RouteDataID","CountryNum","StateNum","Route","RPID","Year","RecordedCar","Car1_10","Car11_20","Car21_30","Car31_40","Car41_50","Car1","Car2","Car3","Car4","Car5","Car6","Car7","Car8","Car9","Car10","Car11","Car12","Car13","Car14","Car15","Car16","Car17","Car18","Car19","Car20","Car21","Car22","Car23","Car24","Car25","Car26","Car27","Car28","Car29","Car30","Car31","Car32","Car33","Car34","Car35","Car36","Car37","Car38","Car39","Car40","Car41","Car42","Car43","Car44","Car45","Car46","Car47","Car48","Car49","Car50","Noise1","Noise2","Noise3","Noise4","Noise5","Noise6","Noise7","Noise8","Noise9","Noise10","Noise11","Noise12","Noise13","Noise14","Noise15","Noise16","Noise17","Noise18","Noise19","Noise20","Noise21","Noise22","Noise23","Noise24","Noise25","Noise26","Noise27","Noise28","Noise29","Noise30","Noise31","Noise32","Noise33","Noise34","Noise35","Noise36","Noise37","Noise38","Noise39","Noise40","Noise41","Noise42","Noise43","Noise44","Noise45","Noise46","Noise47","Noise48","Noise49","Noise50","RouteYear"
"17",6355700,124,68,2,101,2014,"1     ",3,3,12,9,15,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,2,2,3,2,0,3,3,2,0,0,0,1,0,0,5,1,2,1,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22014
"18",6358140,124,68,2,101,2015,"1     ",2,2,11,4,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,1,1,0,2,3,1,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22015
"19",6361604,124,68,2,101,2016,"1     ",2,3,20,8,14,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,2,4,5,6,0,2,1,2,1,0,1,1,0,0,0,3,1,0,2,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22016
"20",6364488,124,68,2,101,2017,"1     ",2,2,37,17,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6,6,3,1,7,13,7,4,0,0,0,2,3,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22017
"21",6234406,124,68,3,101,1997,"NULL",2,4,93,300,63,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,3,18,9,4,9,13,8,10,10,9,24,29,35,24,28,23,45,41,40,11,14,21,4,6,3,0,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31997
"22",6242201,124,68,3,101,2001,"1     ",0,1,82,199,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,7,8,18,9,5,9,6,11,11,17,19,17,13,26,30,30,29,7,9,11,4,0,1,1,2,12,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,32001
"23",6245012,124,68,3,101,2002,"1     ",3,4,95,230,110,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,1,7,10,11,18,9,10,6,10,13,17,16,19,25,20,15,27,32,37,22,13,21,11,9,2,0,0,17,14,23,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32002
"24",6242204,124,68,4,101,1996,"0     ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41996
"25",6250956,124,68,4,101,2006,"1     ",7,6,5,22,1,0,0,0,0,0,2,0,4,0,1,0,0,0,0,1,0,0,0,3,2,1,0,0,0,1,1,0,1,1,0,0,0,0,1,3,6,0,9,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,42006
"26",6261048,124,68,4,101,2007,"1     ",27,25,9,40,1,2,0,1,3,3,2,6,8,0,2,1,1,2,0,1,2,11,1,3,3,0,0,1,2,0,3,1,0,0,2,5,4,4,4,1,3,3,13,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,42007
"27",6298949,124,68,4,101,2008,"NULL",36,20,11,20,1,3,0,0,4,2,7,8,12,0,0,0,1,0,0,5,2,0,1,5,6,0,1,0,0,3,0,2,2,1,2,2,1,0,1,1,1,1,10,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42008
"28",6311661,124,68,4,101,2009,"NULL",36,22,7,43,0,1,0,1,4,3,6,7,10,2,2,6,3,0,2,2,1,0,1,4,3,0,0,0,0,0,1,3,0,1,2,6,4,0,5,0,3,2,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42009
"29",6318042,124,68,4,101,2010,"1     ",46,14,7,22,6,2,0,0,6,5,5,10,15,1,2,3,1,0,0,2,1,0,1,3,3,0,0,0,0,1,1,0,4,1,0,2,3,1,0,0,5,6,4,0,1,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42010
"30",6340766,124,68,4,101,2011,"1     ",54,17,25,33,5,1,0,1,8,5,6,9,20,1,3,3,3,0,0,0,1,2,2,4,2,5,1,0,9,1,3,0,4,1,1,1,1,1,1,0,3,5,16,3,2,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42011
"31",6346702,124,68,4,101,2012,"NULL",72,19,16,42,7,2,1,1,13,12,11,15,16,0,1,1,3,0,0,3,1,2,2,5,2,2,2,2,0,0,0,1,3,4,2,2,2,3,2,1,3,5,21,1,2,0,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,42012
"32",6353212,124,68,4,101,2013,"1     ",17,5,6,4,2,2,0,1,1,3,3,1,5,1,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42013
"33",6356300,124,68,4,101,2014,"1     ",57,15,16,34,7,3,1,0,10,13,6,13,9,1,1,1,0,2,0,2,3,1,0,4,2,0,5,0,1,3,1,2,0,2,2,5,2,1,0,0,0,9,16,1,0,2,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42014
"34",6360234,124,68,4,101,2015,"1     ",56,24,11,33,4,2,2,0,6,7,12,10,15,1,1,0,1,3,3,3,2,1,3,6,2,0,2,0,0,0,1,1,6,0,1,2,0,2,0,2,1,2,20,4,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42015
"35",6367062,124,68,4,101,2016,"1     ",68,18,21,38,3,6,3,1,4,15,4,10,24,1,0,3,2,2,1,4,3,1,0,0,2,2,3,2,0,2,5,2,4,1,0,0,1,3,0,6,0,4,21,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42016
"36",6367056,124,68,4,101,2017,"1     ",36,10,14,22,5,2,1,1,6,8,4,5,8,0,1,2,0,2,0,1,0,0,2,3,0,0,0,3,0,1,2,3,0,4,1,3,0,0,2,2,2,3,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42017
"37",6235601,124,68,5,101,1997,"NULL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51997
"38",6243192,124,68,5,101,2001,"1     ",26,137,41,35,58,4,5,6,7,4,0,0,0,0,0,0,0,1,32,42,37,0,10,3,12,4,0,1,5,4,4,6,10,4,3,1,10,8,10,5,0,0,1,0,0,1,0,1,14,6,23,3,2,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52001
"39",6246520,124,68,5,101,2002,"1     ",7,26,16,10,32,3,1,2,0,1,0,0,0,0,0,0,0,0,4,5,9,4,2,0,2,2,0,0,0,0,4,4,4,1,1,2,2,1,2,2,0,0,1,0,0,0,0,3,9,9,6,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,52002
"40",6171192,124,68,5,101,2003,"1     ",10,32,8,7,31,6,1,0,1,2,0,0,0,0,0,0,3,0,3,6,5,7,2,1,5,2,0,1,0,1,0,2,1,0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,11,10,2,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,52003
"41",6242545,124,68,5,101,2004,"1     ",7,23,13,13,29,3,0,0,4,0,0,0,0,0,0,0,0,0,4,4,9,5,1,0,0,3,0,0,2,1,1,0,2,0,4,1,4,0,1,0,2,1,0,3,1,0,0,0,10,4,9,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,52004
"42",6249869,124,68,5,101,2005,"1     ",7,19,7,14,34,1,2,0,1,2,0,0,0,1,0,0,0,0,5,4,5,3,0,0,2,0,0,0,0,0,0,2,3,0,2,3,0,3,1,0,0,2,0,2,3,0,0,0,11,5,6,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52005
"43",6250957,124,68,5,101,2006,"1     ",6,27,16,9,39,3,0,1,1,1,0,0,0,0,0,0,0,2,3,7,5,4,2,1,3,0,2,0,0,2,2,0,3,3,4,0,0,3,1,1,0,1,1,1,1,0,0,0,10,7,6,4,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52006
"44",6260458,124,68,5,101,2007,"1     ",14,42,22,14,60,3,3,1,2,2,1,0,1,1,0,0,1,2,10,8,7,7,5,2,0,0,3,1,0,2,5,3,0,5,3,6,0,1,2,3,0,1,0,1,0,0,0,1,20,15,14,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52007
"45",6298126,124,68,5,101,2008,"NULL",6,30,6,9,23,3,2,0,0,0,1,0,0,0,0,0,0,1,10,2,8,7,1,1,0,0,1,1,0,0,2,0,0,0,2,2,0,3,2,0,0,0,2,0,0,0,1,1,9,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,52008
"46",6311561,124,68,5,101,2009,"NULL",12,24,23,22,52,5,0,1,2,3,0,1,0,0,0,1,1,0,3,5,4,7,1,1,1,0,0,1,0,2,4,3,2,4,7,6,3,1,3,6,0,2,1,0,0,0,0,1,20,5,9,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52009
"47",6317480,124,68,5,101,2010,"1     ",7,19,6,10,31,2,1,0,3,1,0,0,0,0,0,1,0,0,3,4,5,4,0,0,2,1,0,1,0,0,1,1,0,2,0,3,1,0,3,3,0,0,0,0,0,0,0,2,5,6,5,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,52010
"48",6340767,124,68,5,101,2011,"1     ",5,26,14,9,27,1,0,1,3,0,0,0,0,0,0,1,1,0,9,2,5,5,2,1,0,1,0,2,2,0,3,0,2,1,3,3,1,0,2,1,1,0,0,0,1,0,0,2,6,5,6,0,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52011
"49",6344598,124,68,5,101,2012,"NULL",5,20,6,13,40,2,1,2,0,0,0,0,0,0,0,0,0,1,2,6,2,6,1,1,1,0,0,0,0,1,0,0,2,2,1,2,1,0,3,2,0,1,0,1,3,0,1,0,6,5,8,5,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52012
"50",6350868,124,68,5,101,2013,"0     ",8,25,8,9,41,3,2,2,0,1,0,0,0,0,0,0,0,0,5,3,9,4,1,1,2,0,0,0,0,1,0,2,5,0,0,2,0,1,2,1,1,0,0,1,1,1,0,0,17,6,7,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52013
"51",6354308,124,68,5,101,2014,"1     ",7,28,12,9,36,5,0,1,0,1,0,0,0,0,0,0,1,0,4,7,12,3,0,1,0,0,0,3,0,2,1,3,2,0,1,3,0,0,3,2,0,0,1,0,0,0,0,0,5,9,11,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52014
"52",6357284,124,68,5,101,2015,"1     ",10,25,4,12,50,5,1,1,0,2,0,0,0,1,0,0,0,0,2,5,8,8,2,0,0,0,1,0,0,1,1,1,0,0,0,2,1,1,1,6,0,0,0,0,1,0,2,2,9,11,15,1,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52015
"53",6361252,124,68,5,101,2016,"1     ",14,19,11,13,40,4,1,3,3,2,0,0,0,1,0,0,0,0,7,1,4,3,1,3,0,1,0,0,2,1,0,0,3,2,2,1,3,3,0,3,0,0,2,1,0,0,0,1,9,3,13,4,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52016
"54",6364801,124,68,5,101,2017,"1     ",19,52,27,21,74,5,4,4,4,2,0,0,0,0,0,1,0,0,11,17,12,10,1,0,0,2,3,2,3,1,1,0,2,5,8,5,2,3,5,4,0,0,1,0,1,0,2,0,15,17,14,3,5,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52017
